citing,cited
WOS:000749806700001,WOS:000501936300022
WOS:000749806700001,WOS:000475885400001
WOS:000749806700001,WOS:000527331800059
WOS:000749806700001,WOS:000395006900015
WOS:000749806700001,WOS:000445713900015
WOS:000749806700001,WOS:000384887100022
WOS:000744481800001,WOS:000489066500005
WOS:000744481800001,WOS:000477864400018
WOS:000744481800001,WOS:000466538300001
WOS:000752019100067,WOS:000657373000017
WOS:000752019100067,WOS:000652798400043
WOS:000752019100067,WOS:000509483800153
WOS:000752019100067,WOS:000697823100030
WOS:000752019100067,WOS:000471725400043
WOS:000752019100067,WOS:000553185600001
WOS:000752019100067,WOS:000524754700027
WOS:000752019100067,WOS:000554692500001
WOS:000752019100067,WOS:000519588700061
WOS:000752019100067,WOS:000633436600066
WOS:000752019100067,WOS:000564238700001
WOS:000752019100067,WOS:000648206800063
WOS:000752019100067,WOS:000467564700032
WOS:000745706300001,WOS:000700585500002
WOS:000745706300001,WOS:000566296200001
WOS:000745706300001,WOS:000432590900001
WOS:000745706300001,WOS:000451598900304
WOS:000745706300001,WOS:000450754400014
WOS:000745706300001,WOS:000454057600001
WOS:000745706300001,WOS:000449962900069
WOS:000745706300001,WOS:000449953900001
WOS:000745706300001,WOS:000665207100050
WOS:000745706300001,WOS:000444374500001
WOS:000745706300001,WOS:000464144900001
WOS:000745706300001,WOS:000449134400018
WOS:000745706300001,WOS:000514826500010
WOS:000745706300001,WOS:000450226900001
WOS:000752402100001,WOS:000433455600001
WOS:000752402100001,WOS:000473372800010
WOS:000752402100001,WOS:000647322600003
WOS:000752402100001,WOS:000506638700016
WOS:000752402100001,WOS:000463328100001
WOS:000752402100001,WOS:000445574300001
WOS:000752402100001,WOS:000429971100064
WOS:000752402100001,WOS:000659127000017
WOS:000741763200001,WOS:000465509600043
WOS:000741763200001,WOS:000575698400001
WOS:000741763200001,WOS:000458569300109
WOS:000741763200001,WOS:000538727700122
WOS:000741763200001,WOS:000633035800003
WOS:000741763200001,WOS:000667464100010
WOS:000741763200001,WOS:000515195500008
WOS:000741763200001,WOS:000615998300018
WOS:000741763200001,WOS:000697823100031
WOS:000741763200001,WOS:000383576100008
WOS:000741763200001,WOS:000395560800023
WOS:000741763200001,WOS:000454817100134
WOS:000762791700001,WOS:000479576400001
WOS:000756377400001,WOS:000470838000025
WOS:000756377400001,WOS:000695693900002
WOS:000756377400001,WOS:000402029000001
WOS:000756377400001,WOS:000732686300001
WOS:000756377400001,WOS:000605588300003
WOS:000756377400001,WOS:000444360400016
WOS:000756377400001,WOS:000447671100002
WOS:000740000200019,WOS:000680892400036
WOS:000740000200019,WOS:000487191500068
WOS:000740000200019,WOS:000502295800017
WOS:000740000200019,WOS:000527320000011
WOS:000740000200019,WOS:000607814600009
WOS:000740000200019,WOS:000417736000002
WOS:000740000200019,WOS:000690440600028
WOS:000740000200019,WOS:000484477700023
WOS:000740000200019,WOS:000506638700005
WOS:000748957000004,WOS:000485689000035
WOS:000748957000004,WOS:000402029000001
WOS:000748957000004,WOS:000519544000016
WOS:000748957000004,WOS:000545243500032
WOS:000748957000004,WOS:000515213000044
WOS:000748957000004,WOS:000519409800017
WOS:000748957000004,WOS:000589501800001
WOS:000748957000004,WOS:000584821300001
WOS:000748957000004,WOS:000680892400035
WOS:000748957000004,WOS:000528625100009
WOS:000748957000004,WOS:000460845200034
WOS:000748957000004,WOS:000732393700001
WOS:000748957000004,WOS:000643675900007
WOS:000748957000004,WOS:000526381800055
WOS:000747151000001,WOS:000709065300001
WOS:000747151000001,WOS:000572983500001
WOS:000747151000001,WOS:000528625100005
WOS:000747151000001,WOS:000467564700091
WOS:000747151000001,WOS:000579345600012
WOS:000747151000001,WOS:000550471900008
WOS:000747151000001,WOS:000539323700052
WOS:000747151000001,WOS:000696920400010
WOS:000747151000001,WOS:000510021700089
WOS:000747151000001,WOS:000518495200013
WOS:000747151000001,WOS:000712060100009
WOS:000747151000001,WOS:000505564700003
WOS:000747151000001,WOS:000517790100077
WOS:000747151000001,WOS:000449962900069
WOS:000747151000001,WOS:000471725400042
WOS:000747151000001,WOS:000675739100002
WOS:000747151000001,WOS:000449953900001
WOS:000747151000001,WOS:000529470300001
WOS:000747151000001,WOS:000484652800008
WOS:000747151000001,WOS:000444374500001
WOS:000747151000001,WOS:000508630200040
WOS:000747151000001,WOS:000608222100001
WOS:000747151000001,WOS:000673706700001
WOS:000747151000001,WOS:000437555800054
WOS:000747151000001,WOS:000464144900001
WOS:000747151000001,WOS:000542966300057
WOS:000747151000001,WOS:000506678200177
WOS:000747151000001,WOS:000471725400048
WOS:000747151000001,WOS:000524753200076
WOS:000747151000001,WOS:000460829200221
WOS:000752019100072,WOS:000641159800020
WOS:000752019100072,WOS:000591361300002
WOS:000752019100072,WOS:000526381800052
WOS:000752019100072,WOS:000560658700010
WOS:000752019100072,WOS:000607814600066
WOS:000752019100072,WOS:000543157700038
WOS:000752019100072,WOS:000535682700011
WOS:000752019100072,WOS:000742179800025
WOS:000752019100072,WOS:000690440600028
WOS:000752019100072,WOS:000612146000043
WOS:000747109200001,WOS:000564160100001
WOS:000747109200001,WOS:000736878600001
WOS:000747109200001,WOS:000381487600073
WOS:000747109200001,WOS:000564092300001
WOS:000747109200001,WOS:000439852500005
WOS:000747109200001,WOS:000460742200003
WOS:000747109200001,WOS:000475304200050
WOS:000748957000011,WOS:000680892400029
WOS:000748957000011,WOS:000589501800001
WOS:000748957000011,WOS:000467564700208
WOS:000748957000011,WOS:000643675900007
WOS:000745952300099,WOS:000622092200001
WOS:000745952300099,WOS:000550744700089
WOS:000745952300099,WOS:000527571300036
WOS:000745952300099,WOS:000547005700054
WOS:000745952300099,WOS:000575087000001
WOS:000745952300099,WOS:000663302700002
WOS:000745952300099,WOS:000622100800013
WOS:000742029000001,WOS:000541988700001
WOS:000742029000001,WOS:000633035800005
WOS:000742029000001,WOS:000579345600022
WOS:000742029000001,WOS:000569016800001
WOS:000742029000001,WOS:000689862900001
WOS:000742029000001,WOS:000523441100054
WOS:000743679400001,WOS:000464567700001
WOS:000743679400001,WOS:000509586100001
WOS:000743679400001,WOS:000728924600014
WOS:000743679400001,WOS:000735754700001
WOS:000743679400001,WOS:000723788300001
WOS:000743679400001,WOS:000549123900001
WOS:000743679400001,WOS:000527331800057
WOS:000743679400001,WOS:000497160500077
WOS:000743679400001,WOS:000631191400001
WOS:000743679400001,WOS:000597784400001
WOS:000743679400001,WOS:000484305100003
WOS:000743679400001,WOS:000475881900001
WOS:000743679400001,WOS:000608206700001
WOS:000743679400001,WOS:000510411300002
WOS:000743679400001,WOS:000707441900003
WOS:000741379700002,WOS:000344596300006
WOS:000741379700002,WOS:000405052600008
WOS:000741379700002,WOS:000462265500037
WOS:000741379700002,WOS:000428494400007
WOS:000741379700002,WOS:000583351100001
WOS:000741379700002,WOS:000516575700003
WOS:000741379700002,WOS:000440606100001
WOS:000741379700002,WOS:000497427400001
WOS:000741379700002,WOS:000473248800028
WOS:000741379700002,WOS:000445988800021
WOS:000741379700002,WOS:000457753000037
WOS:000741379700002,WOS:000480625700107
WOS:000741379700002,WOS:000437385100042
WOS:000741379700002,WOS:000444563000002
WOS:000741379700002,WOS:000474571000008
WOS:000754577600013,WOS:000538816100004
WOS:000754577600013,WOS:000352232100002
WOS:000754577600013,WOS:000451262800028
WOS:000754577600013,WOS:000461869700005
WOS:000754577600013,WOS:000444564100001
WOS:000754577600013,WOS:000451494800001
WOS:000754577600013,WOS:000537590100001
WOS:000754577600013,WOS:000440847700008
WOS:000754577600013,WOS:000426024600025
WOS:000754577600013,WOS:000527331800057
WOS:000754577600013,WOS:000443030500036
WOS:000754577600013,WOS:000442282700017
WOS:000754577600013,WOS:000473248800028
WOS:000754577600013,WOS:000620451300007
WOS:000754577600013,WOS:000447022100001
WOS:000754577600013,WOS:000445988800021
WOS:000754577600013,WOS:000469756000067
WOS:000754577600013,WOS:000556573700002
WOS:000754577600013,WOS:000460412400023
WOS:000754577600013,WOS:000384887100022
WOS:000754577600013,WOS:000403029700006
WOS:000754577600013,WOS:000438479700006
WOS:000754577600013,WOS:000573485100002
WOS:000754577600013,WOS:000484348300001
WOS:000754577600013,WOS:000472596200060
WOS:000754577600013,WOS:000442360400001
WOS:000754577600013,WOS:000537706700005
WOS:000754577600013,WOS:000442712000057
WOS:000754577600013,WOS:000547092500001
WOS:000754792800001,WOS:000525829000001
WOS:000754792800001,WOS:000618081600003
WOS:000754792800001,WOS:000629107100014
WOS:000754792800001,WOS:000483406000066
WOS:000754792800001,WOS:000543163800022
WOS:000754792800001,WOS:000466545100001
WOS:000754406500002,WOS:000509616300062
WOS:000754406500002,WOS:000521955600169
WOS:000754406500002,WOS:000459952200014
WOS:000754406500002,WOS:000542247000056
WOS:000751996200001,WOS:000526121400038
WOS:000751996200001,WOS:000450220000001
WOS:000751996200001,WOS:000481110500001
WOS:000751996200001,WOS:000473248800036
WOS:000751996200001,WOS:000691794700035
WOS:000751996200001,WOS:000463296300028
WOS:000751996200001,WOS:000434904400016
WOS:000751996200001,WOS:000502534700033
WOS:000751996200001,WOS:000460412400015
WOS:000751996200001,WOS:000614433300007
WOS:000751996200001,WOS:000614461700009
WOS:000751996200001,WOS:000538816100004
WOS:000751996200001,WOS:000536022000048
WOS:000751996200001,WOS:000473248800025
WOS:000751996200001,WOS:000473248800048
WOS:000751996200001,WOS:000407199900002
WOS:000751996200001,WOS:000462265500037
WOS:000751996200001,WOS:000500640600029
WOS:000751996200001,WOS:000445029500012
WOS:000751996200001,WOS:000465646200003
WOS:000751996200001,WOS:000451936100037
WOS:000751996200001,WOS:000354501300009
WOS:000751996200001,WOS:000542678200044
WOS:000751996200001,WOS:000349989300002
WOS:000751996200001,WOS:000403494800007
WOS:000751996200001,WOS:000386205400018
WOS:000751996200001,WOS:000500640600004
WOS:000751996200001,WOS:000444663700010
WOS:000751996200001,WOS:000428494400007
WOS:000751996200001,WOS:000703699200015
WOS:000751996200001,WOS:000680031000004
WOS:000751996200001,WOS:000516575700003
WOS:000751996200001,WOS:000373649800010
WOS:000751996200001,WOS:000636867700001
WOS:000751996200001,WOS:000731850500002
WOS:000751996200001,WOS:000444663700008
WOS:000751996200001,WOS:000489688700022
WOS:000751996200001,WOS:000377966900015
WOS:000751996200001,WOS:000551346400033
WOS:000751996200001,WOS:000656796300015
WOS:000751996200001,WOS:000540205300001
WOS:000751996200001,WOS:000518873000038
WOS:000751996200001,WOS:000441387800007
WOS:000751996200001,WOS:000614074100031
WOS:000751996200001,WOS:000469030800020
WOS:000751996200001,WOS:000453247500006
WOS:000751996200001,WOS:000461469100012
WOS:000751996200001,WOS:000500034900030
WOS:000751996200001,WOS:000489688700021
WOS:000751996200001,WOS:000432762300006
WOS:000751996200001,WOS:000607492700001
WOS:000751996200001,WOS:000346822900003
WOS:000751996200001,WOS:000330829200017
WOS:000751996200001,WOS:000653040700001
WOS:000751996200001,WOS:000526845600041
WOS:000751996200001,WOS:000492799600017
WOS:000751996200001,WOS:000474764400001
WOS:000751996200001,WOS:000399596900004
WOS:000751996200001,WOS:000473248800028
WOS:000751996200001,WOS:000529088500001
WOS:000751996200001,WOS:000512471400002
WOS:000751996200001,WOS:000565587400001
WOS:000751996200001,WOS:000442712000051
WOS:000751996200001,WOS:000455513200001
WOS:000751996200001,WOS:000564691900001
WOS:000751996200001,WOS:000471755800014
WOS:000751996200001,WOS:000450137000012
WOS:000751996200001,WOS:000430290200031
WOS:000751996200001,WOS:000591270500022
WOS:000751996200001,WOS:000525287900313
WOS:000751996200001,WOS:000741322300017
WOS:000751996200001,WOS:000502534700038
WOS:000751996200001,WOS:000457753000037
WOS:000751996200001,WOS:000487349000026
WOS:000751996200001,WOS:000498452700001
WOS:000751996200001,WOS:000487349000025
WOS:000751996200001,WOS:000595835600001
WOS:000751996200001,WOS:000527331800065
WOS:000751996200001,WOS:000581600100044
WOS:000752317600003,WOS:000613312200001
WOS:000752317600002,WOS:000582585800009
WOS:000747303600001,WOS:000724240300001
WOS:000747303600001,WOS:000588873500001
WOS:000747303600001,WOS:000618728300001
WOS:000747303600001,WOS:000515213000002
WOS:000747202700001,WOS:000562950700033
WOS:000747202700001,WOS:000461600000001
WOS:000747202700001,WOS:000651736100005
WOS:000747202700001,WOS:000603220100001
WOS:000747202700001,WOS:000465708200001
WOS:000747202700001,WOS:000656796300007
WOS:000747202700001,WOS:000661132300001
WOS:000747202700001,WOS:000477668400010
WOS:000747202700001,WOS:000684621800021
WOS:000747202700001,WOS:000451531700448
WOS:000747202700001,WOS:000512471400002
WOS:000747202700001,WOS:000629291400001
WOS:000747202700001,WOS:000504552000001
WOS:000747202700001,WOS:000684932600006
WOS:000747202700001,WOS:000368923800002
WOS:000747202700001,WOS:000602696600004
WOS:000747202700001,WOS:000443148700010
WOS:000747202700001,WOS:000624763300001
WOS:000747202700001,WOS:000449130800026
WOS:000739986600001,WOS:000632959400051
WOS:000739986600001,WOS:000691826200001
WOS:000739986600001,WOS:000577884900001
WOS:000739986600001,WOS:000521511500027
WOS:000739986600001,WOS:000598921300003
WOS:000739986600001,WOS:000444360400016
WOS:000739986600001,WOS:000667464100003
WOS:000742722900012,WOS:000452615000015
WOS:000742722900012,WOS:000409981600012
WOS:000742722900012,WOS:000501863500006
WOS:000742722900012,WOS:000467721800001
WOS:000749157300004,WOS:000542247000056
WOS:000747462100040,WOS:000626569700015
WOS:000747462100040,WOS:000434694800001
WOS:000747462100040,WOS:000483018200025
WOS:000747462100040,WOS:000475330400010
WOS:000739988100001,WOS:000460602400001
WOS:000739988100001,WOS:000447671100002
WOS:000760236500001,WOS:000402029000001
WOS:000760236500001,WOS:000628016200001
WOS:000760236500001,WOS:000509155000002
WOS:000760236500001,WOS:000445574300001
WOS:000760236500001,WOS:000463617000010
WOS:000760236500001,WOS:000598733500012
WOS:000760236500001,WOS:000383576100008
WOS:000744496300001,WOS:000711808500014
WOS:000744496300001,WOS:000465509600043
WOS:000744496300001,WOS:000680892400038
WOS:000744496300001,WOS:000463121600024
WOS:000744496300001,WOS:000465509600035
WOS:000744496300001,WOS:000451014600001
WOS:000744496300001,WOS:000525391900047
WOS:000744496300001,WOS:000433169800026
WOS:000744496300001,WOS:000575055700003
WOS:000744496300001,WOS:000436087400001
WOS:000744496300001,WOS:000537110500094
WOS:000744496300001,WOS:000491295800055
WOS:000744496300001,WOS:000440965900001
WOS:000744496300001,WOS:000586687200001
WOS:000744496300001,WOS:000448561000050
WOS:000744496300001,WOS:000594458300004
WOS:000744496300001,WOS:000578385600002
WOS:000744496300001,WOS:000560328700001
WOS:000744496300001,WOS:000438357500001
WOS:000744496300001,WOS:000538939800001
WOS:000744496300001,WOS:000429838700001
WOS:000744496300001,WOS:000436868700003
WOS:000744496300001,WOS:000496505700001
WOS:000744496300001,WOS:000587827200001
WOS:000744496300001,WOS:000563225200001
WOS:000744496300001,WOS:000512022900004
WOS:000744496300001,WOS:000471589900001
WOS:000744496300001,WOS:000589111400027
WOS:000744496300001,WOS:000475812800001
WOS:000744496300001,WOS:000409394600006
WOS:000744496300001,WOS:000510411300002
WOS:000744496300001,WOS:000601374900008
WOS:000744496300001,WOS:000465031800001
WOS:000744496300001,WOS:000505033600003
WOS:000744496300001,WOS:000474546400001
WOS:000744496300001,WOS:000454833000005
WOS:000744496300001,WOS:000437693600001
WOS:000744496300001,WOS:000498696900001
WOS:000744496300001,WOS:000491295800115
WOS:000744496300001,WOS:000479677900001
WOS:000744496300001,WOS:000470838000019
WOS:000744496300001,WOS:000436868700002
WOS:000744496300001,WOS:000453280300029
WOS:000744496300001,WOS:000480763400001
WOS:000744496300001,WOS:000557358500004
WOS:000752402100004,WOS:000445574300001
WOS:000743253400002,WOS:000497427400001
WOS:000743253400002,WOS:000529088500001
WOS:000742730400002,WOS:000487191500068
WOS:000742730400002,WOS:000550744700110
WOS:000742730400002,WOS:000503985700064
WOS:000742730400002,WOS:000716697500001
WOS:000742730400002,WOS:000512550600067
WOS:000742730400002,WOS:000505574300023
WOS:000742730400002,WOS:000472596200054
WOS:000742730400002,WOS:000472596200056
WOS:000742730400002,WOS:000472575200005
WOS:000742730400002,WOS:000501358800073
WOS:000742730400002,WOS:000471725400047
WOS:000747462100054,WOS:000522265900062
WOS:000747462100054,WOS:000559482800034
WOS:000747462100054,WOS:000450588000001
WOS:000747462100054,WOS:000616317000003
WOS:000747462100054,WOS:000471725400053
WOS:000747462100054,WOS:000505033600003
WOS:000747913000001,WOS:000560132600001
WOS:000747913000001,WOS:000508638000006
WOS:000747913000001,WOS:000534368000012
WOS:000747122600008,WOS:000504057300007
WOS:000747122600008,WOS:000462362300016
WOS:000747122600008,WOS:000697852800026
WOS:000747122600008,WOS:000717977600001
WOS:000741369200001,WOS:000418412800021
WOS:000741369200001,WOS:000665909500001
WOS:000741369200001,WOS:000631193900001
WOS:000741369200001,WOS:000461843300070
WOS:000741369200001,WOS:000472596200056
WOS:000741369200001,WOS:000437394700016
WOS:000741369200001,WOS:000463738100006
WOS:000739403600001,WOS:000501936300022
WOS:000739403600001,WOS:000464140500001
WOS:000739403600001,WOS:000448099400011
WOS:000739403600001,WOS:000435047000006
WOS:000739403600001,WOS:000373612200030
WOS:000739403600001,WOS:000579345600016
WOS:000739403600001,WOS:000530711200013
WOS:000739403600001,WOS:000472654400001
WOS:000739403600001,WOS:000742732900052
WOS:000739403600001,WOS:000573485100002
WOS:000752286700009,WOS:000402029000001
WOS:000752286700009,WOS:000458569300109
WOS:000752286700009,WOS:000524269000008
WOS:000752286700009,WOS:000588887600001
WOS:000752286700009,WOS:000465519300001
WOS:000752286700009,WOS:000417945800008
WOS:000752286700009,WOS:000451598900304
WOS:000752286700009,WOS:000476789400004
WOS:000752286700009,WOS:000459730200032
WOS:000752286700009,WOS:000509157600001
WOS:000752286700009,WOS:000430794300001
WOS:000752286700009,WOS:000518412200015
WOS:000752286700009,WOS:000460845200034
WOS:000755964300001,WOS:000725756200001
WOS:000755964300001,WOS:000604322200001
WOS:000755964300001,WOS:000582320000036
WOS:000759272200001,WOS:000724240300001
WOS:000759272200001,WOS:000470028000001
WOS:000759272200001,WOS:000521786000001
WOS:000759272200001,WOS:000695742000005
WOS:000759272200001,WOS:000743871200001
WOS:000759272200001,WOS:000457127300167
WOS:000759272200001,WOS:000496341700010
WOS:000759272200001,WOS:000687934200005
WOS:000759272200001,WOS:000537166600003
WOS:000759272200001,WOS:000515653900001
WOS:000749539400008,WOS:000599178900001
WOS:000749539400008,WOS:000485297200001
WOS:000749539400008,WOS:000539323700244
WOS:000749539400008,WOS:000612547300003
WOS:000749539400008,WOS:000537475700010
WOS:000749539400008,WOS:000610725900001
WOS:000749539400008,WOS:000568740700006
WOS:000749539400008,WOS:000568803300006
WOS:000749539400008,WOS:000654970600005
WOS:000742962500001,WOS:000541762600001
WOS:000742962500001,WOS:000525297000001
WOS:000742962500001,WOS:000521013700001
WOS:000742962500001,WOS:000528943600033
WOS:000742962500001,WOS:000438002100008
WOS:000742962500001,WOS:000527366500024
WOS:000742962500001,WOS:000451494800001
WOS:000742962500001,WOS:000542659400005
WOS:000742962500001,WOS:000653040700001
WOS:000742962500001,WOS:000537517800033
WOS:000742962500001,WOS:000514757800007
WOS:000742962500001,WOS:000525212300001
WOS:000740006200014,WOS:000658354800002
WOS:000740006200014,WOS:000558744200011
WOS:000740006200014,WOS:000680892400036
WOS:000740006200014,WOS:000530094300008
WOS:000740006200014,WOS:000601374900007
WOS:000740006200014,WOS:000475993700017
WOS:000740006200014,WOS:000526381800047
WOS:000740006200014,WOS:000549853400011
WOS:000740006200014,WOS:000536066300021
WOS:000740006200014,WOS:000530284400065
WOS:000740006200014,WOS:000458569300109
WOS:000740006200014,WOS:000467564700080
WOS:000740006200014,WOS:000526381800050
WOS:000740006200014,WOS:000491295800055
WOS:000740006200014,WOS:000510903200050
WOS:000740006200014,WOS:000511197000002
WOS:000740006200014,WOS:000519596200010
WOS:000740006200014,WOS:000579053300012
WOS:000740006200014,WOS:000503827500042
WOS:000740006200014,WOS:000554904700034
WOS:000740006200014,WOS:000476792900001
WOS:000740006200014,WOS:000472596200054
WOS:000740006200014,WOS:000464479700004
WOS:000740006200014,WOS:000454817100187
WOS:000740006200014,WOS:000461843300070
WOS:000740006200014,WOS:000472596200056
WOS:000740006200014,WOS:000478957600089
WOS:000740006200014,WOS:000519921600001
WOS:000740006200014,WOS:000543049900048
WOS:000740006200014,WOS:000521981800002
WOS:000740006200014,WOS:000502295800017
WOS:000740006200014,WOS:000530284400058
WOS:000740006200014,WOS:000434316900012
WOS:000740006200014,WOS:000471725400042
WOS:000740006200014,WOS:000628912100010
WOS:000740006200014,WOS:000510903200054
WOS:000740006200014,WOS:000501392500027
WOS:000740006200014,WOS:000548817900041
WOS:000740006200014,WOS:000626569700009
WOS:000740006200014,WOS:000593999900014
WOS:000740006200014,WOS:000471589900001
WOS:000740006200014,WOS:000510493100154
WOS:000740006200014,WOS:000472596200059
WOS:000740006200014,WOS:000472596200062
WOS:000740006200014,WOS:000725807100027
WOS:000740006200014,WOS:000571765000020
WOS:000740006200014,WOS:000522265900044
WOS:000740006200014,WOS:000454055400001
WOS:000740006200014,WOS:000459597100001
WOS:000740006200014,WOS:000450369400001
WOS:000740006200014,WOS:000473748100093
WOS:000740006200014,WOS:000459730200032
WOS:000740006200014,WOS:000434747800010
WOS:000740006200014,WOS:000437555800054
WOS:000740006200014,WOS:000501392500033
WOS:000740006200014,WOS:000467644500042
WOS:000740006200014,WOS:000471725400050
WOS:000740006200014,WOS:000510903200051
WOS:000740006200014,WOS:000460602400001
WOS:000740006200014,WOS:000571738800015
WOS:000740006200014,WOS:000538038400021
WOS:000740006200014,WOS:000483018200025
WOS:000740006200014,WOS:000467721800001
WOS:000740006200014,WOS:000442317300006
WOS:000740006200014,WOS:000526381800053
WOS:000740006200014,WOS:000537110500257
WOS:000740006200014,WOS:000554904700035
WOS:000740006200014,WOS:000470838000019
WOS:000740006200014,WOS:000495016000002
WOS:000740006200014,WOS:000728127600001
WOS:000740006200014,WOS:000524746000016
WOS:000740006200014,WOS:000506638700005
WOS:000745533700075,WOS:000443711200009
WOS:000745533700075,WOS:000673518500028
WOS:000745533700075,WOS:000558744200007
WOS:000745533700075,WOS:000530284400054
WOS:000745533700075,WOS:000461843300070
WOS:000745533700075,WOS:000472596200051
WOS:000745533700075,WOS:000571765000003
WOS:000745533700075,WOS:000471725400047
WOS:000745533700075,WOS:000549318100001
WOS:000745533700075,WOS:000558744200002
WOS:000745533700075,WOS:000447671100002
WOS:000745533700075,WOS:000506638700005
WOS:000747163800001,WOS:000546414000011
WOS:000747163800001,WOS:000517786200267
WOS:000747163800001,WOS:000507293900041
WOS:000747163800001,WOS:000606068100001
WOS:000747163800001,WOS:000467644500042
WOS:000747163800001,WOS:000732146600001
WOS:000747163800001,WOS:000447671100002
WOS:000742730400046,WOS:000483581300013
WOS:000747137700002,WOS:000509818900043
WOS:000747137700002,WOS:000747395600007
WOS:000747137700002,WOS:000554927000043
WOS:000747137700002,WOS:000438002100008
WOS:000747137700002,WOS:000527366500039
WOS:000747137700002,WOS:000441655000019
WOS:000747137700002,WOS:000549195600001
WOS:000747137700002,WOS:000438357500001
WOS:000747137700002,WOS:000496341700010
WOS:000747137700002,WOS:000515213000031
WOS:000747137700002,WOS:000527379800006
WOS:000747137700002,WOS:000414109500010
WOS:000747137700002,WOS:000441655000020
WOS:000747137700002,WOS:000461455800004
WOS:000747137700002,WOS:000597114100001
WOS:000747137700002,WOS:000447671100002
WOS:000758216900001,WOS:000705073600012
WOS:000758216900001,WOS:000484436700009
WOS:000758216900001,WOS:000457127300167
WOS:000758216900001,WOS:000702760600001
WOS:000758216900001,WOS:000573958200001
WOS:000753439900007,WOS:000594153000002
WOS:000753439900007,WOS:000571421000010
WOS:000753439900007,WOS:000471735700001
WOS:000753439900007,WOS:000526785800014
WOS:000753439900007,WOS:000571543700004
WOS:000753439900007,WOS:000449103400006
WOS:000753439900007,WOS:000526785800013
WOS:000753439900007,WOS:000451374100001
WOS:000753439900007,WOS:000514013700013
WOS:000753439900007,WOS:000552715300002
WOS:000753439900007,WOS:000549854600062
WOS:000753439900007,WOS:000532801200024
WOS:000753439900007,WOS:000663445700006
WOS:000753439900007,WOS:000585271500008
WOS:000753439900007,WOS:000474213500035
WOS:000753439900007,WOS:000594148600001
WOS:000753439900007,WOS:000449892000015
WOS:000753439900007,WOS:000507293900041
WOS:000753439900007,WOS:000513989400014
WOS:000753439900007,WOS:000454370600034
WOS:000753439900007,WOS:000572920300002
WOS:000753439900007,WOS:000571807400001
WOS:000752019100063,WOS:000503985700119
WOS:000752019100063,WOS:000688521300052
WOS:000752019100063,WOS:000688449200008
WOS:000752019100063,WOS:000742179800018
WOS:000752019100063,WOS:000560658700010
WOS:000752019100063,WOS:000587719200001
WOS:000752019100062,WOS:000526381800052
WOS:000752019100062,WOS:000607814600066
WOS:000752019100071,WOS:000641159800035
WOS:000752019100071,WOS:000637535800030
WOS:000752019100071,WOS:000616317000008
WOS:000752019100069,WOS:000524661000006
WOS:000752019100069,WOS:000541153400059
WOS:000752019100069,WOS:000616317000005
WOS:000752019100069,WOS:000607814600066
WOS:000752019100069,WOS:000459597100001
WOS:000752019100069,WOS:000616317000030
WOS:000744381100005,WOS:000570935100001
WOS:000759131300003,WOS:000598643800030
WOS:000759131300003,WOS:000708000200001
WOS:000759131300003,WOS:000638250600033
WOS:000759131300003,WOS:000554904700035
WOS:000739636900070,WOS:000483406200018
WOS:000739636900070,WOS:000558744200006
WOS:000739636900070,WOS:000471725400053
WOS:000739636900070,WOS:000673414500054
WOS:000739636900070,WOS:000502893400004
WOS:000739636900070,WOS:000471358700006
WOS:000739636900070,WOS:000429971100064
WOS:000739636900070,WOS:000398221800082
WOS:000739636900070,WOS:000519588700061
WOS:000739636900070,WOS:000517658900024
WOS:000739636900070,WOS:000517786200252
WOS:000739636900070,WOS:000554904700035
WOS:000739636900070,WOS:000495016000002
WOS:000739636900072,WOS:000435516400001
WOS:000739636900072,WOS:000535682700011
WOS:000739636900072,WOS:000601374900001
WOS:000739636900063,WOS:000556769300003
WOS:000739636900063,WOS:000638250600033
WOS:000739636900063,WOS:000508181000035
WOS:000739636900063,WOS:000538766800018
WOS:000752747800002,WOS:000491217500002
WOS:000752747800002,WOS:000447859300006
WOS:000752747800002,WOS:000418412800021
WOS:000752747800002,WOS:000532257900026
WOS:000752747800002,WOS:000451962400025
WOS:000752747800002,WOS:000518699800030
WOS:000752747800002,WOS:000519957800071
WOS:000752747800002,WOS:000626569700009
WOS:000752747800002,WOS:000479160300132
WOS:000742413400001,WOS:000672204200014
WOS:000754302900001,WOS:000519969300005
WOS:000754302900001,WOS:000696952300009
WOS:000754302900001,WOS:000659992900008
WOS:000754302900001,WOS:000612107200014
WOS:000754302900001,WOS:000541763200001
WOS:000754302900001,WOS:000496867700010
WOS:000728195600051,WOS:000566116600001
WOS:000728195600051,WOS:000551683300001
WOS:000728195600051,WOS:000545243500033
WOS:000728195600051,WOS:000515708400001
WOS:000728195600051,WOS:000527415800004
WOS:000728195600051,WOS:000589785900001
WOS:000728195600051,WOS:000548817900079
WOS:000728195600051,WOS:000622067100001
WOS:000728195600051,WOS:000519969300030
WOS:000728195600051,WOS:000557351400004
WOS:000756846800039,WOS:000602709900074
WOS:000756846800039,WOS:000497974600021
WOS:000756846800039,WOS:000527571300036
WOS:000756846800039,WOS:000558744200007
WOS:000756846800039,WOS:000418128400038
WOS:000756846800039,WOS:000524579200007
WOS:000756846800039,WOS:000497167600133
WOS:000756846800039,WOS:000522186900015
WOS:000756846800039,WOS:000602718000002
WOS:000756846800039,WOS:000459730200031
WOS:000756846800039,WOS:000482628500135
